Permit,Worktype,IssuedTo,Date,Address,Parcel,Units,Legal,ValuationUSD
R22-2058,BldgAlter,RENEWABLE ENERGY SYSTEMS,7/31/22,6670 O'BRIEN,1405413000,0,GALATEA ESTATES BLK   8 LT 10  G:2033,12325
R22-2059,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,7/31/22,3148 DISCOVERY BAY,1917114000,0,DISCOVERY HEIGHTS PHASE 2 BLK   3 LT  2  G:2626,32168
R22-2081,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,7/31/22,2555 MARITIME,1253330000,0,HIDDEN COVE PH 3 LT  30  G:2527,19425
R22-2120,BldgAlter,ALASKA SOLAR LLC,7/31/22,9110 TERI,4103154000,0,KNOLL ON THE WOLD BLK   1 LT  3  G:2142,13905
R22-2121,BldgAlter,ALASKA SOLAR LLC,7/31/22,11361 MAEL,1549104000,0,T12N R3W SEC 23 S2NE4SE4NW4 PARCEL 25A G:2638,20713
R22-2122,BldgAlter,ALASKA SOLAR LLC,7/31/22,9571 MIDDEN,4103112000,0,TAIGA LT   3  G:2143,17428
R22-2123,BldgAlter,ALASKA SOLAR LLC,7/31/22,3431 COTTONWOOD,323160000,0,COLLEGE VILLAGE #13 BLK  31 LT 17  G:1632,15336
R22-2124,BldgAlter,ALASKA SOLAR LLC,7/31/22,9300 NORDIC,1509340000,0,CONIFER HEIGHTS BLK   1 LT  2  G:2440,27204
R22-2125,BldgAlter,ALASKA SOLAR LLC,7/31/22,W 1641 14TH,110227000,0,SOUTH ADDITION BLK  33A LT7C  G:1428,24509
R22-2126,BldgAlter,ALASKA SOLAR LLC,7/31/22,11840 WOODBOURNE,1535114000,0,WOODBOURNE BLK   1 LT  8  G:2741,23392
R22-2127,BldgAlter,ALASKA SOLAR LLC,7/31/22,2143 CHURCHILL,124335000,0,HUNTINGTONPARK #1 BLK   2 LT 10B  G:1528,18456
R22-2128,BldgAlter,ALASKA SOLAR LLC,7/31/22,1152 NORTHPOINTE BLUFF,302130000,0,NORTHPOINTE BLUFF BLK   1 LT 16 NORTHPOINTE BLUFF PLANNED COMM G:1132,32235
R22-2129,BldgAlter,ALASKA SOLAR LLC,7/31/22,13700 JARVI,1815109000,0,SUNSET MANOR #2 BLK   6 LT  4  G:2932,10316
R22-2130,BldgAlter,ALASKA SOLAR LLC,7/31/22,6900 CRAWFORD,1108408000,0,TERRACE ONTHE LAKE BLK   4 LT  5  G:2125,29605
R22-2131,BldgAlter,ALASKA SOLAR LLC,7/31/22,6500 DOWNEY FINCH,1523451000,0,ALPINE WOODS BLK   6 LT 10  G:2738,38662
R22-2156,BldgAlter,RENEWABLE ENERGY SYSTEMS,7/31/22,3409 WYOMING,1009706000,0,WOODLAND PARK #2 BLK   7 LT 25  G:1628,23366
R22-2157,BldgAlter,RENEWABLE ENERGY SYSTEMS,7/31/22,2943 CAPTAIN COOK ESTATES,1002253000,0,CAPTAIN COOK ESTATES LT  12  G:1628,31877
R22-2198,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,7/31/22,15741 STANWOOD,2050229000,0,SOUTHPARK #2 BLK   3 LT 31  G:3236,27000
R22-2199,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,7/31/22,2620 PORTER,416333000,0,ANCHOR PARK BLK   3 LT  7  G:1534,25000
R22-2244,BldgAlter,ALASKA SOLAR LLC,7/31/22,12931 MICHAEL,1740109000,0,MOUNTAIN SHADOWS BLK   1 LT  9  G:2841,11140
R22-2246,BldgAlter,ALASKA SOLAR LLC,7/31/22,2201 FOREST PARK,117507000,0,PARK LANE LT   4  G:1528,8059
R22-2247,BldgAlter,ALASKA SOLAR LLC,7/31/22,5654 YUKON CHARLIE,1131256000,0,WESTPARK ADDN 5 BLK  10 LT 16  G:2223,10707
R22-2248,BldgAlter,ALASKA SOLAR LLC,7/31/22,6201 BUBBLING BROOK,1549205000,0,SHADOWBROOK LT   4  G:2638,15268
R22-2249,BldgAlter,ALASKA SOLAR LLC,7/31/22,7100 MONTAGNE,4103139000,0,ATELIER #1 BLK   3 LT  3  G:2142,16276
R22-2334,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/31/22,12930 LINDSEY,1735285000,0,KEMPTON PARK BLK   1 LT  8  G:2834,24975
R22-2357,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/31/22,W 720 19TH,218403000,0,CENTER BLK   3 LT  6  G:1430,22584
R22-2378,BldgAlter,RENEWABLE ENERGY SYSTEMS,8/31/22,9000 SAHALEE,1504410000,0,SAHALEE BLK   1 LT 21  G:2336,17503
R22-2379,BldgAlter,RENEWABLE ENERGY SYSTEMS,8/31/22,5412 SKYLARK,1111295000,0,M-W BLK   2 LT  2A  G:2224,29489
R22-2398,BldgAlter,RENEWABLE ENERGY SYSTEMS,8/31/22,4715 BLUE HERON,1504458000,0,SAHALEE PH4 BLK   1 LT 29  G:2336,58960
R22-2412,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/31/22,W 3224 29TH,1004209000,0,TURNAGAIN SOUTH BLK   2 LT  6  G:1626,15872
R22-2457,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/31/22,6242 GREEN TREE,1534153000,0,VALLI VUE ESTATES #2 BLK   4 LT 10  G:2538,26000
R22-2463,BldgAlter,RENEWABLE ENERGY SYSTEMS,8/31/22,7900 DOWNHILL,1509213000,0,PROSPECT HEIGHTS #1 BLK   6 LT  3  G:2440,25369
R22-2465,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/31/22,3106 PLEASANT,1225109000,0,SHADY BIRCH BLK   2 LT  1A  G:2226,23000
R22-2533,BldgAlter,RENEWABLE ENERGY SYSTEMS,9/30/22,E 3255 150TH,1829212000,0,T12N R3W SEC 33 LT 152  G:3134,41062
R22-2534,BldgAlter,RENEWABLE ENERGY SYSTEMS,9/30/22,3734 MOUNT BLANC,324517000,0,GENEVA WOODS BLK   2 LT 10  G:1732,27291
R22-2537,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,9/30/22,8430 BARNETT,1221378000,0,CASCADE HEIGHTS LT   6  G:2229,17000
R22-2538,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,9/30/22,7631 GRIFFITH,1509259000,0,PANORAMA TERRACE BLK   2 LT  9  G:2440,6000
R22-2565,BldgAlter,RENEWABLE ENERGY SYSTEMS,9/30/22,1305 ATKINSON,616748000,0,NUNAKA VALLEY BLK   C LT  7  G:1438,15527
R22-2593,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,9/30/22,5085 HERITAGE HEIGHTS,1522147000,0,CROSS VIEWESTATES BLK   1 LT  4  G:2737,54000
R22-2595,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,9/30/22,1982 BRANDILYN,1617404000,0,BROOKWOOD NORTH BLK   1 LT  7  G:2733,32500
R22-2597,BldgAlter,RENEWABLE ENERGY SYSTEMS,9/30/22,4699 BLUE HERON,1504459000,0,SAHALEE PH4 BLK   1 LT 30  G:2336,25511
R22-2667,BldgAlter,ALASKA SOLAR LLC,9/30/22,5810 MILEY,616325000,0,NUNAKA VALLEY BLK   Q LT  6  G:1438,13792
R22-2668,BldgAlter,ALASKA SOLAR LLC,9/30/22,8001 WHITE,1509343000,0,CONIFER HEIGHTS BLK   1 LT  7  G:2440,26280
R22-2669,BldgAlter,ALASKA SOLAR LLC,9/30/22,14100 JARVI,1820430000,0,SUNSET HILLS WEST BLK   3 LT 17B  G:3032,15340
R22-2670,BldgAlter,ALASKA SOLAR LLC,9/30/22,6140 AZALEA,1712140000,0,SEA TURN BLK   2 LT 16  G:3138,11204
R22-2671,BldgAlter,ALASKA SOLAR LLC,9/30/22,4125 PTARMIGAN TERRACE,1833214000,0,T12N R3W SEC 33 LT 251  G:3135,34960
R22-2672,BldgAlter,ALASKA SOLAR LLC,9/30/22,W 1112 15TH,109410000,0,SOUTH ADDITION BLK  44B LT4  G:1429,21064
R22-2708,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,10/31/22,2925 KIMBERLIE,803146000,0,PAUL W SMITH LT   3  G:1734,32968
R22-2717,BldgAlter,RENEWABLE ENERGY SYSTEMS,10/31/22,5834 SAPPHIRE,624502088,0,SUMMER STONE LOT 1 SUMMER STONE TOWNHOMES G:1538,18759.02
R22-2743,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,10/31/22,11650 SUNCREST,1911355000,0,SUNCREST #1 LT  10  G:2728,21000
R22-2750,BldgAlter,RENEWABLE ENERGY SYSTEMS,10/31/22,8206 SKYHILLS,1112218000,0,SKYHILLS PH 1 BLK   1 LT  7  G:2222,26607
R22-2757,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,10/31/22,1830 EVANGELINE,113119022,0,ATWOOD ESTATES TR   A-1 ATWOOD ESTATES G:1427,27000
C22-2181,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,12/31/22,E 2000 DOWLING,1402113007,NA,DOWLING LT  45 2000 DOWLING PLAZA G:2033,35000
C23-1008,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,1/31/23,3510 SPENARD,1010345000,NA,SPENARDIA LT   2  G:1629,91800
R23-1103,BldgAlter,RENEWABLE ENERGY SYSTEMS,2/28/23,1830 REBEL RIDGE,620408000,1,FOOTHILLS EAST BLK   1 LT  8  G:1441,16800
R23-1104,BldgAlter,RENEWABLE ENERGY SYSTEMS,2/28/23,6831 JOSEPH,1211230000,1,BARNAN #2 BLK   1 LT 27  G:2129,25185
R23-1142,BldgAlter,ALASKA SOLAR LLC,2/28/23,3918 WESLEYAN,515213000,1,CASTLE HEIGHTS BLK   1 LT 13  G:1737,16320
R23-1143,BldgAlter,ALASKA SOLAR LLC,2/28/23,16920 TIDEVIEW,2009148000,1,THE VILLAGES TIDE VIEW LT   4  G:3336,20276
R23-1144,BldgAlter,ALASKA SOLAR LLC,2/28/23,8650 BARNEY,1425253000,1,YOUNG MEADOWS LT   7  G:2334,15511
R23-1145,BldgAlter,ALASKA SOLAR LLC,2/28/23,7020 FOOTHILL,622318000,1,INDIAN HILLS #3 BLK   5 LT 31  G:1439,14247
R23-1146,BldgAlter,ALASKA SOLAR LLC,2/28/23,7841 PORT ORFORD,1509326000,1,CONIFER HEIGHTS BLK   2 LT 11  G:2440,27610
R23-1147,BldgAlter,ALASKA SOLAR LLC,2/28/23,15000 EVERGREEN RIDGE,1711280000,1,FOREST RIDGE BLK   1 LT  7  G:3137,37459
R23-1150,BldgAlter,ALASKA SOLAR LLC,2/28/23,8673 DRY CREEK,1129158083,1,SONOMA GLEN AT WESTPARK TR   1F SONOMA GLEN PH 32 G:2323,19962
R23-1151,BldgAlter,ALASKA SOLAR LLC,2/28/23,11641 WAGNER,1528232000,1,THOMAS L BOYLE BLK   1 LT  1B  G:2734,33908
R23-1152,BldgAlter,ALASKA SOLAR LLC,2/28/23,1946 COMMODORE,1606433000,1,COMMODORE PARK BLK   4 LT 22A-1  G:2533,22810
R23-1153,BldgAlter,ALASKA SOLAR LLC,2/28/23,9071 CATHEDRAL,1431175000,1,SOUTH MOUNTAIN MEADOWS #1 BLK   5 LT  3  G:2335,22810
R23-1272,BldgAlter,ALASKA SOLAR LLC,3/31/23,E 5531 112TH,1552125000,1,T12N R3W SEC 22 LT  30  G:2637,24709
R23-1273,BldgAlter,ALASKA SOLAR LLC,3/31/23,E 232 10TH,213614000,1,THIRD ADDITION BLK  13 LT  3  G:1331,17146
R23-1274,BldgAlter,ALASKA SOLAR LLC,3/31/23,4110 TAZLINA,121224000,1,TAZLINA BLK   2 LT  3  G:1525,22780
R23-1275,BldgAlter,ALASKA SOLAR LLC,3/31/23,11090 HIDEAWAY LAKE,1547124000,1,HIDEAWAY LAKE BLK   1 LT  7A  G:2640,25268
R23-1276,BldgAlter,ALASKA SOLAR LLC,3/31/23,W 1351 25TH,125512000,1,CLAYTON BLK   1 LT 12A  G:1529,13218
R23-1278,BldgAlter,ALASKA SOLAR LLC,3/31/23,2317 TURNAGAIN,118427000,1,TURNAGAIN HOMES BLK   L LT 27  G:1527,28336
R23-1279,BldgAlter,ALASKA SOLAR LLC,3/31/23,14530 ECHO CANYON,4208127000,1,BEEDE BLK   1 LT  9  G:3043,26439
R23-1438,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,4/30/23,E 4041 66TH,1407654000,1,CAMPBELL HEIGHTS BLK   5 LT 30A  G:2035,18000
R23-1439,BldgAlter,ALASKA SOLAR LLC,4/30/23,1902 ALEUTIAN,414438000,1,CITY VIEW #2 BLK   4 LT 26  G:1434,22383
R23-1557,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/23,5558 YUKON CHARLIE,1131249000,1,WESTPARK ADDN 5 BLK  10 LT  9  G:2223,29125
R23-1623,BldgAlter,RENEWABLE ENERGY SYSTEMS,5/31/23,2321 YORKTOWN,1623459000,1,INDEPENDENCE PARK BLK   6 LT 24  G:2533,19200
R23-1624,BldgAlter,RENEWABLE ENERGY SYSTEMS,5/31/23,13905 MULLIGAN,1809241000,1,T12N R3W SEC 27 LT  61B  G:2936,29757
R23-1699,BldgAlter,ALASKA SOLAR LLC,5/31/23,6700 FERNHILL,1709131000,1,PRATOR BLK   8 LT  4  G:3039,10551
R23-1701,BldgAlter,ALASKA SOLAR LLC,5/31/23,4140 VISCOUNT,1114216000,1,BRENTWOOD VILLAGE LT  24  G:2225,26510
R23-1702,BldgAlter,ALASKA SOLAR LLC,5/31/23,1503 KEPNER,616709000,1,NUNAKA VALLEY BLK   B LT 37  G:1438,13664
R23-1703,BldgAlter,ALASKA SOLAR LLC,5/31/23,8021 RESURRECTION,723171000,1,CHUGACH FOOTHILLS BLK   2 LT 21  G:1741,14168
R23-1704,BldgAlter,ALASKA SOLAR LLC,5/31/23,19850 VILLAGES SCENIC,2031121000,1,"T11N R3W SEC 14 & 15 BOUND ON N. BY THE VILLAGES TR 18
AND THE S. BY TR 20 G:3738",25918
R23-1705,BldgAlter,ALASKA SOLAR LLC,5/31/23,E 3124 16TH,413193000,1,THUNDERBIRD TERRACE #1 BLK   1 LT  3  G:1435,23959
R23-1706,BldgAlter,ALASKA SOLAR LLC,5/31/23,1414 GARDEN,411322000,1,SAXTON BLK   2 LT 11  G:1434,16181
R23-1751,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/23,3850 BOEK,1416140000,1,BOEKS LT   6  G:2235,22644
R23-1752,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/23,7701 BERRY,1223223000,1,OLYMPIC HEIGHTS LT   1D  G:2227,18751
R23-1753,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/23,11101 WILDWOOD,1515127000,1,SOUTH LAKEWOOD HILLS #1 BLK   6 LT  5  G:2638,28627
R23-1814,BldgAlter,LONG SPRING SOLAR LLC,6/30/23,5300 DE ARMOUN,1734127000,1,HOKAMA HEIGHTS #1 LT   5  G:2937,25455
R23-1866,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,6/30/23,7501 BEACON HILL,1509258000,1,BEACON HILL ESTATES LT   6  G:2440,26606
R23-1867,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,6/30/23,7777 OLD HILLSIDE,1707210000,1,SOUTH HILLS BLK   4 LT  1  G:2940,38982
R23-1931,BldgAlter,ALASKA SOLAR LLC,6/30/23,1801 TALKEETNA,414556000,1,CITY VIEW #2 BLK   2 LT  8  G:1434,15709
R23-1932,BldgAlter,ALASKA SOLAR LLC,6/30/23,6525 MICHIGAN,1515112000,1,SOUTH LAKEWOOD HILLS #1 BLK   1 LT 12  G:2638,18732
R23-1933,BldgAlter,ALASKA SOLAR LLC,6/30/23,W 1002 15TH,109312000,1,MARTIN ANDWELCH (SOUTH ADD) BLK  43A LT1  G:1429,15441
R23-1934,BldgAlter,ALASKA SOLAR LLC,6/30/23,1437 BIRCHWOOD,411325000,1,SAXTON BLK   2 LT  8  G:1434,10602
R23-1935,BldgAlter,ALASKA SOLAR LLC,6/30/23,2662 LOVEJOY,416406000,1,ANCHOR PARK BLK   4 LT  6  G:1534,8250
R23-1936,BldgAlter,ALASKA SOLAR LLC,6/30/23,W 3442 82ND,1225231000,1,MCWILLIAMS BLK   1A LT8  G:2226,12808
R23-1937,BldgAlter,ALASKA SOLAR LLC,6/30/23,2739 INGRA,319714000,1,LAMPERT #2 BLK   A LT 11  G:1532,19461
R23-1995,BldgAlter,ALASKA SOLAR LLC,6/30/23,1825 ALDER,414224000,1,SAXTON BLK   7 LT  3  G:1434,9109
R23-1996,BldgAlter,ALASKA SOLAR LLC,6/30/23,E 5200 98TH,1507314000,1,WILLIAMSON BLK   2 LT 11  G:2437,9109
R23-2304,BldgAlter,ALASKA SOLAR LLC,8/31/23,2622 LOVEJOY,416402000,1,ANCHOR PARK BLK   4 LT  2  G:1534,4500
R23-2333,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/31/23,4841 RIDGE TOP,631182000,1,PINE RIDGE LT   2  G:1537,22000
R23-2386,BldgAlter,ALASKA SOLAR LLC,8/31/23,7733 REGAL MOUNTAIN,712688000,1,CHUGACH MOUNTAIN ESTATES BLK   1 LT 32  G:1740,14961
R23-2387,BldgAlter,ALASKA SOLAR LLC,8/31/23,4601 MARS,1504235000,1,ZODIAK MANOR ALASKA BLK   7 LT 12  G:2336,21155
R23-2388,BldgAlter,ALASKA SOLAR LLC,8/31/23,W 2705 32ND,1003636000,1,WOODLAND PARK LT  14U & LT 15U W2  G:1627,13642
R23-2389,BldgAlter,ALASKA SOLAR LLC,8/31/23,5915 MUIRWOOD,1142315000,1,MUIRWOOD PARK BLK   2 LT 10  G:2123,16264
R23-2470,BldgAlter,ALASKA SOLAR LLC,8/31/23,16300 SANDPIPER,2004280000,1,PTARMIGAN ROOST BLK   2 LT 12  G:3238,30559
R23-2471,BldgAlter,ALASKA SOLAR LLC,8/31/23,E 2801 16TH,411201000,1,SAXTON BLK  10 LT  8  G:1434,23959
R23-2472,BldgAlter,ALASKA SOLAR LLC,8/31/23,2055 CAMPBELL,919533000,1,WICKERSHAM PARK BLK   2 LT 56  G:1833,24939
R23-2486,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/31/23,415 ATLANTIS,923246000,1,INTERNATIONAL TOWNHOUSE BLK   3 LT  2  G:1930,12000
R23-2492,BldgAlter,ALASKA SOLAR LLC,8/31/23,4801 ZENITH,1501418000,1,ZODIAK MANOR ALASKA BLK 13 LT 15  G:2336,16181
C23-1923,BldgAlter,ALASKA SOLAR LLC,9/30/23,732 O,105122000,NA,ORIGINAL BLK 88 LT 5A G:1329,20546
C23-1924,BldgAlter,ALASKA SOLAR LLC,9/30/23,NA,NA,NA,NA,18295
C23-1948,BldgAlter,RENEWABLE ENERGY SYSTEMS,9/30/23,W 111 SHIP CREEK,208651001,NA,ARR 9655 SHIP CREEKCROSSING LT 1 & PTN OF TR A G:1231,454772
R23-2610,BldgAlter,ALASKA SOLAR LLC,9/30/23,13001 NORAK,1736134000,1,MCMAHON #2 BLK 5 LT 4 G:2835,18192
R23-2611,BldgAlter,ALASKA SOLAR LLC,9/30/23,2346 LOUSSAC,118315000,1,TURNAGAIN HEIGHTS BLK D LT 9 G:1527,22997
R23-2612,BldgAlter,ALASKA SOLAR LLC,9/30/23,300 OCEANVIEW,1806347000,1,OCEANVIEW #4 BLK 6 LT 23 G:2831,31258
R23-2613,BldgAlter,ALASKA SOLAR LLC,9/30/23,2410 OAK,415304000,1,ANCHOR PARK BLK 7 LT 4 P-254 G:1534,7518
R23-2624,BldgAlter,RENEWABLE ENERGY SYSTEMS,9/30/23,8600 ROSALIND,1425320000,1,DORA #3 BLK 3 LT 20 G:2334,19880
R23-2625,BldgAlter,RENEWABLE ENERGY SYSTEMS,9/30/23,2404 SAINT ELIAS,123622000,1,TURNAGAIN HOMES BLK H LT 9 G:1527,14935
R23-2658,BldgAlter,RENEWABLE ENERGY SYSTEMS,9/30/23,E 8101 4TH,605417000,1,NEVILLA PARK LT 61 G:1241,19622
R23-2659,BldgAlter,RENEWABLE ENERGY SYSTEMS,9/30/23,7731 ISLAND,621107000,1,CHESTER VALLEY BLK 1 LT 7 G:1440,18999
R23-2669,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,9/30/23,3140 ADMIRALTY BAY,1247503000,1,BAYSHORE WEST #4A BLK 4 LT 3 G:2526,13960
R23-2767,BldgAlter,ALASKA SOLAR LLC,9/30/23,12104 WOODCHASE,1528406000,1,DEVONSHIRE BLK 1 LT 6 G:2734,13270
R23-2768,BldgAlter,ALASKA SOLAR LLC,9/30/23,2626 COTTONWOOD,319318000,1,ROGERS PARK BLK 18 LT 4 G:1532,20080
R23-2769,BldgAlter,ALASKA SOLAR LLC,9/30/23,6640 LAWLOR,1102226000,1,SEELEY ESTATES BLK 1 LT 9 G:2025,22364
R23-2770,BldgAlter,ALASKA SOLAR LLC,9/30/23,2212 COUNTRY BROOK,1252612000,1,SILVERTREE BLK 2 LT 12 G:2228,22307
R23-2771,BldgAlter,ALASKA SOLAR LLC,9/30/23,2715 KOBUK,414349000,1,CITY VIEW #3 BLK 6 LT 23 G:1434,12768
R23-2772,BldgAlter,ALASKA SOLAR LLC,9/30/23,8060 RESURRECTION,723128000,1,CHUGACH FOOTHILLS BLK 3 LT 9 G:1741,31309
R23-2825,BldgAlter,ALASKA SOLAR LLC,10/31/23,10301 STROGANOF,1513220000,1,KASILOF HILLS BLK   7 LT 15  G:2541,27386
R23-2826,BldgAlter,ALASKA SOLAR LLC,10/31/23,6463 LONE TREE,1534117000,1,VALLI VUE ESTATES #2 BLK   3 LT 16  G:2538,17807
R23-2832,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,10/31/23,1310 SHORE,1920105000,1,SKYWAY PARK ESTATES #1 BLK   8 LT  6  G:2829,36700
R23-2848,BldgAlter,ALASKA SOLAR LLC,10/31/23,2241 FOXHALL,627220000,1,FOXHALL #1 BLK   1 LT 49  G:1539,23234
R23-2894,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,10/31/23,9600 SPRING HILL,1505161000,1,SPRING HILLS ESTATES BLK   2 LT 10  G:2436,26000
